source_record_id,billing_account_id,invoice_month,usage_start_time,usage_end_time,project_id,project_name,service_description,sku_description,resource_name,location,usage_amount,usage_unit,list_cost,cost,currency,currency_conversion_rate,credits,cost_type,labels,is_deliberate_anomaly,data_quality_scenario
gcp-2026-05-23-finops-prod-1001-04-02,000000-111111-222222,202605,2026-05-23T00:00:00+00:00,2026-05-24T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud SQL,Cloud SQL for PostgreSQL: Regional vCPU,cloudsql-1001-04-02,us-central1,431.5919,vCPU-hours,35.6495,31.9378,USD,1.0,"[{""amount"":-2.555,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-05-23-finops-prod-1001-05-01,000000-111111-222222,202605,2026-05-23T00:00:00+00:00,2026-05-24T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Logging,Log Storage,log-sink-1001-05-01,us-central1,280.1961,GiBy,140.0981,128.8902,USD,1.0,[],regular,"{""application"":""shared-logging"",""cost_center"":""cc-shared"",""environment"":""production"",""team"":""platform""}",False,valid
gcp-2026-05-23-finops-prod-1001-05-02,000000-111111-222222,202605,2026-05-23T00:00:00+00:00,2026-05-24T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Logging,Log Storage,log-sink-1001-05-02,us-central1,321.3002,GiBy,160.6501,147.7981,USD,1.0,[],regular,"{""application"":""shared-logging"",""cost_center"":""cc-shared"",""environment"":""production"",""team"":""platform""}",False,valid
gcp-2026-05-23-finops-data-2001-01-01,000000-111111-222222,202605,2026-05-23T00:00:00+00:00,2026-05-24T00:00:00+00:00,finops-data-2001,analytics-development,Compute Engine,N2 Instance Core running in Americas,instance-2001-01-01,us-central1,723.1915,vCPU-hours,22.8608,20.611,USD,1.0,"[{""amount"":-2.0611,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-05-23-finops-data-2001-01-02,000000-111111-222222,202605,2026-05-23T00:00:00+00:00,2026-05-24T00:00:00+00:00,finops-data-2001,analytics-development,Compute Engine,N2 Instance Core running in Americas,instance-2001-01-02,us-central1,741.9147,vCPU-hours,23.4527,21.1446,USD,1.0,"[{""amount"":-2.1145,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-05-23-finops-data-2001-02-01,000000-111111-222222,202605,2026-05-23T00:00:00+00:00,2026-05-24T00:00:00+00:00,finops-data-2001,analytics-development,BigQuery,Analysis in US,bq-job-2001-02-01,us-central1,5.7639,TiBy,36.0247,36.0247,USD,1.0,"[{""amount"":-1.8012,""name"":""Promotion"",""type"":""PROMOTION""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-05-23-finops-data-2001-02-02,000000-111111-222222,202605,2026-05-23T00:00:00+00:00,2026-05-24T00:00:00+00:00,finops-data-2001,analytics-development,BigQuery,Analysis in US,bq-job-2001-02-02,us-central1,5.6484,TiBy,35.3026,35.3026,USD,1.0,"[{""amount"":-1.7651,""name"":""Promotion"",""type"":""PROMOTION""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-05-23-finops-data-2001-03-01,000000-111111-222222,202605,2026-05-23T00:00:00+00:00,2026-05-24T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Storage,Standard Storage US Multi-region,bucket-2001-03-01,us-central1,136.7036,GiBy-month,3.5543,3.2809,USD,1.0,[],regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-05-23-finops-data-2001-03-02,000000-111111-222222,202605,2026-05-23T00:00:00+00:00,2026-05-24T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Storage,Standard Storage US Multi-region,bucket-2001-03-02,us-central1,146.2887,GiBy-month,3.8035,3.5109,USD,1.0,[],regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-05-23-finops-data-2001-04-01,000000-111111-222222,202605,2026-05-23T00:00:00+00:00,2026-05-24T00:00:00+00:00,finops-data-2001,analytics-development,Cloud SQL,Cloud SQL for PostgreSQL: Regional vCPU,cloudsql-2001-04-01,us-central1,192.469,vCPU-hours,15.8979,14.2427,USD,1.0,"[{""amount"":-1.1394,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-05-23-finops-data-2001-04-02,000000-111111-222222,202605,2026-05-23T00:00:00+00:00,2026-05-24T00:00:00+00:00,finops-data-2001,analytics-development,Cloud SQL,Cloud SQL for PostgreSQL: Regional vCPU,cloudsql-2001-04-02,us-central1,191.7859,vCPU-hours,15.8415,14.1922,USD,1.0,"[{""amount"":-1.1354,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,{},False,untagged
gcp-2026-05-23-finops-data-2001-05-01,000000-111111-222222,202605,2026-05-23T00:00:00+00:00,2026-05-24T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Logging,Log Storage,log-sink-2001-05-01,us-central1,147.965,GiBy,73.9825,68.0639,USD,1.0,[],regular,{},False,untagged
gcp-2026-05-23-finops-data-2001-05-02,000000-111111-222222,202605,2026-05-23T00:00:00+00:00,2026-05-24T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Logging,Log Storage,log-sink-2001-05-02,us-central1,134.2076,GiBy,67.1038,61.7355,USD,1.0,[],regular,"{""application"":""shared-logging"",""cost_center"":""cc-shared"",""environment"":""development"",""team"":""platform""}",False,valid
gcp-2026-05-24-finops-prod-1001-01-01,000000-111111-222222,202605,2026-05-24T00:00:00+00:00,2026-05-25T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Compute Engine,N2 Instance Core running in Americas,instance-1001-01-01,us-central1,1360.0862,vCPU-hours,42.9937,38.7625,USD,1.0,"[{""amount"":-3.8762,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-05-24-finops-prod-1001-01-02,000000-111111-222222,202605,2026-05-24T00:00:00+00:00,2026-05-25T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Compute Engine,N2 Instance Core running in Americas,instance-1001-01-02,us-central1,1493.7808,vCPU-hours,47.2199,42.5728,USD,1.0,"[{""amount"":-4.2573,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-05-24-finops-prod-1001-02-01,000000-111111-222222,202605,2026-05-24T00:00:00+00:00,2026-05-25T00:00:00+00:00,finops-prod-1001,customer-platform-prod,BigQuery,Analysis in US,bq-job-1001-02-01,us-central1,12.7711,TiBy,79.8194,79.8194,USD,1.0,"[{""amount"":-3.991,""name"":""Promotion"",""type"":""PROMOTION""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-05-24-finops-prod-1001-02-02,000000-111111-222222,202605,2026-05-24T00:00:00+00:00,2026-05-25T00:00:00+00:00,finops-prod-1001,customer-platform-prod,BigQuery,Analysis in US,bq-job-1001-02-02,us-central1,11.3772,TiBy,71.1077,71.1077,USD,1.0,"[{""amount"":-3.5554,""name"":""Promotion"",""type"":""PROMOTION""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-05-24-finops-prod-1001-03-01,000000-111111-222222,202605,2026-05-24T00:00:00+00:00,2026-05-25T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Storage,Standard Storage US Multi-region,bucket-1001-03-01,us-central1,288.7951,GiBy-month,7.5087,6.9311,USD,1.0,[],regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-05-24-finops-prod-1001-03-02,000000-111111-222222,202605,2026-05-24T00:00:00+00:00,2026-05-25T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Storage,Standard Storage US Multi-region,bucket-1001-03-02,us-central1,348.7958,GiBy-month,9.0687,8.3711,USD,1.0,[],regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-05-24-finops-prod-1001-04-01,000000-111111-222222,202605,2026-05-24T00:00:00+00:00,2026-05-25T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud SQL,Cloud SQL for PostgreSQL: Regional vCPU,cloudsql-1001-04-01,us-central1,402.8464,vCPU-hours,33.2751,29.8106,USD,1.0,"[{""amount"":-2.3849,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-05-24-finops-prod-1001-04-02,000000-111111-222222,202605,2026-05-24T00:00:00+00:00,2026-05-25T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud SQL,Cloud SQL for PostgreSQL: Regional vCPU,cloudsql-1001-04-02,us-central1,385.6213,vCPU-hours,31.8523,28.536,USD,1.0,"[{""amount"":-2.2829,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-05-24-finops-prod-1001-05-01,000000-111111-222222,202605,2026-05-24T00:00:00+00:00,2026-05-25T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Logging,Log Storage,log-sink-1001-05-01,us-central1,288.2902,GiBy,144.1451,132.6135,USD,1.0,[],regular,"{""application"":""shared-logging"",""cost_center"":""cc-shared"",""environment"":""production"",""team"":""platform""}",False,valid
gcp-2026-05-24-finops-prod-1001-05-02,000000-111111-222222,202605,2026-05-24T00:00:00+00:00,2026-05-25T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Logging,Log Storage,log-sink-1001-05-02,us-central1,321.4753,GiBy,160.7377,147.8787,USD,1.0,[],regular,"{""application"":""shared-logging"",""cost_center"":""cc-shared"",""environment"":""production"",""team"":""platform""}",False,valid
gcp-2026-05-24-finops-data-2001-01-01,000000-111111-222222,202605,2026-05-24T00:00:00+00:00,2026-05-25T00:00:00+00:00,finops-data-2001,analytics-development,Compute Engine,N2 Instance Core running in Americas,instance-2001-01-01,us-central1,610.7958,vCPU-hours,19.3079,17.4077,USD,1.0,"[{""amount"":-1.7408,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-05-24-finops-data-2001-01-02,000000-111111-222222,202605,2026-05-24T00:00:00+00:00,2026-05-25T00:00:00+00:00,finops-data-2001,analytics-development,Compute Engine,N2 Instance Core running in Americas,instance-2001-01-02,us-central1,711.6977,vCPU-hours,22.4975,20.2834,USD,1.0,"[{""amount"":-2.0283,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-05-24-finops-data-2001-02-01,000000-111111-222222,202605,2026-05-24T00:00:00+00:00,2026-05-25T00:00:00+00:00,finops-data-2001,analytics-development,BigQuery,Analysis in US,bq-job-2001-02-01,us-central1,5.2978,TiBy,33.1112,33.1112,USD,1.0,"[{""amount"":-1.6556,""name"":""Promotion"",""type"":""PROMOTION""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-05-24-finops-data-2001-02-02,000000-111111-222222,202605,2026-05-24T00:00:00+00:00,2026-05-25T00:00:00+00:00,finops-data-2001,analytics-development,BigQuery,Analysis in US,bq-job-2001-02-02,us-central1,5.2601,TiBy,32.8753,32.8753,USD,1.0,"[{""amount"":-1.6438,""name"":""Promotion"",""type"":""PROMOTION""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-05-24-finops-data-2001-03-01,000000-111111-222222,202605,2026-05-24T00:00:00+00:00,2026-05-25T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Storage,Standard Storage US Multi-region,bucket-2001-03-01,us-central1,147.842,GiBy-month,3.8439,3.5482,USD,1.0,[],regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-05-24-finops-data-2001-03-02,000000-111111-222222,202605,2026-05-24T00:00:00+00:00,2026-05-25T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Storage,Standard Storage US Multi-region,bucket-2001-03-02,us-central1,131.6361,GiBy-month,3.4225,3.1593,USD,1.0,[],regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-05-24-finops-data-2001-04-01,000000-111111-222222,202605,2026-05-24T00:00:00+00:00,2026-05-25T00:00:00+00:00,finops-data-2001,analytics-development,Cloud SQL,Cloud SQL for PostgreSQL: Regional vCPU,cloudsql-2001-04-01,us-central1,182.6839,vCPU-hours,15.0897,13.5186,USD,1.0,"[{""amount"":-1.0815,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,{},False,untagged
gcp-2026-05-24-finops-data-2001-04-02,000000-111111-222222,202605,2026-05-24T00:00:00+00:00,2026-05-25T00:00:00+00:00,finops-data-2001,analytics-development,Cloud SQL,Cloud SQL for PostgreSQL: Regional vCPU,cloudsql-2001-04-02,us-central1,186.1991,vCPU-hours,15.38,13.7787,USD,1.0,"[{""amount"":-1.1023,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-05-24-finops-data-2001-05-01,000000-111111-222222,202605,2026-05-24T00:00:00+00:00,2026-05-25T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Logging,Log Storage,log-sink-2001-05-01,us-central1,147.0446,GiBy,73.5223,67.6405,USD,1.0,[],regular,"{""application"":""shared-logging"",""cost_center"":""cc-shared"",""environment"":""development"",""team"":""platform""}",False,valid
gcp-2026-05-24-finops-data-2001-05-02,000000-111111-222222,202605,2026-05-24T00:00:00+00:00,2026-05-25T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Logging,Log Storage,log-sink-2001-05-02,us-central1,142.9509,GiBy,71.4755,65.7574,USD,1.0,[],regular,"{""application"":""shared-logging"",""cost_center"":""cc-shared"",""environment"":""development"",""team"":""platform""}",False,valid
gcp-2026-05-25-finops-prod-1001-01-01,000000-111111-222222,202605,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Compute Engine,N2 Instance Core running in Americas,instance-1001-01-01,us-central1,1374.2877,vCPU-hours,43.4426,39.1672,USD,1.0,"[{""amount"":-3.9167,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-05-25-finops-prod-1001-01-02,000000-111111-222222,202605,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Compute Engine,N2 Instance Core running in Americas,instance-1001-01-02,us-central1,1570.7282,vCPU-hours,49.6523,44.7658,USD,1.0,"[{""amount"":-4.4766,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,{},False,untagged
gcp-2026-05-25-finops-prod-1001-02-01,000000-111111-222222,202605,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,finops-prod-1001,customer-platform-prod,BigQuery,Analysis in US,bq-job-1001-02-01,us-central1,13.0688,TiBy,81.6798,81.6798,USD,1.0,"[{""amount"":-4.084,""name"":""Promotion"",""type"":""PROMOTION""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-05-25-finops-prod-1001-02-02,000000-111111-222222,202605,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,finops-prod-1001,customer-platform-prod,BigQuery,Analysis in US,bq-job-1001-02-02,us-central1,12.9311,TiBy,80.8197,80.8197,USD,1.0,"[{""amount"":-4.041,""name"":""Promotion"",""type"":""PROMOTION""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-05-25-finops-prod-1001-03-01,000000-111111-222222,202605,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Storage,Standard Storage US Multi-region,bucket-1001-03-01,us-central1,311.3978,GiBy-month,8.0963,7.4735,USD,1.0,[],regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-05-25-finops-prod-1001-03-02,000000-111111-222222,202605,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Storage,Standard Storage US Multi-region,bucket-1001-03-02,us-central1,311.3966,GiBy-month,8.0963,7.4735,USD,1.0,[],regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-05-25-finops-prod-1001-04-01,000000-111111-222222,202605,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud SQL,Cloud SQL for PostgreSQL: Regional vCPU,cloudsql-1001-04-01,us-central1,424.9384,vCPU-hours,35.0999,31.4454,USD,1.0,"[{""amount"":-2.5156,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,{},False,untagged
gcp-2026-05-25-finops-prod-1001-04-02,000000-111111-222222,202605,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud SQL,Cloud SQL for PostgreSQL: Regional vCPU,cloudsql-1001-04-02,us-central1,437.5843,vCPU-hours,36.1445,32.3812,USD,1.0,"[{""amount"":-2.5905,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-05-25-finops-prod-1001-05-01,000000-111111-222222,202605,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Logging,Log Storage,log-sink-1001-05-01,us-central1,328.8751,GiBy,164.4375,151.2825,USD,1.0,[],regular,"{""application"":""shared-logging"",""cost_center"":""cc-shared"",""environment"":""production"",""team"":""platform""}",False,valid
gcp-2026-05-25-finops-prod-1001-05-02,000000-111111-222222,202605,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Logging,Log Storage,log-sink-1001-05-02,us-central1,276.8135,GiBy,138.4067,127.3342,USD,1.0,[],regular,"{""application"":""shared-logging"",""cost_center"":""cc-shared"",""environment"":""production"",""team"":""platform""}",False,valid
gcp-2026-05-25-finops-data-2001-01-01,000000-111111-222222,202605,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,finops-data-2001,analytics-development,Compute Engine,N2 Instance Core running in Americas,instance-2001-01-01,us-central1,734.285,vCPU-hours,23.2115,20.9271,USD,1.0,"[{""amount"":-2.0927,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-05-25-finops-data-2001-01-02,000000-111111-222222,202605,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,finops-data-2001,analytics-development,Compute Engine,N2 Instance Core running in Americas,instance-2001-01-02,us-central1,736.979,vCPU-hours,23.2966,21.0039,USD,1.0,"[{""amount"":-2.1004,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-05-25-finops-data-2001-02-01,000000-111111-222222,202605,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,finops-data-2001,analytics-development,BigQuery,Analysis in US,bq-job-2001-02-01,us-central1,5.6646,TiBy,35.4039,35.4039,USD,1.0,"[{""amount"":-1.7702,""name"":""Promotion"",""type"":""PROMOTION""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-05-25-finops-data-2001-02-02,000000-111111-222222,202605,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,finops-data-2001,analytics-development,BigQuery,Analysis in US,bq-job-2001-02-02,us-central1,5.2409,TiBy,32.7558,32.7558,USD,1.0,"[{""amount"":-1.6378,""name"":""Promotion"",""type"":""PROMOTION""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-05-25-finops-data-2001-03-01,000000-111111-222222,202605,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Storage,Standard Storage US Multi-region,bucket-2001-03-01,us-central1,149.1905,GiBy-month,3.879,3.5806,USD,1.0,[],regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-05-25-finops-data-2001-03-02,000000-111111-222222,202605,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Storage,Standard Storage US Multi-region,bucket-2001-03-02,us-central1,131.425,GiBy-month,3.4171,3.1542,USD,1.0,[],regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-05-25-finops-data-2001-04-01,000000-111111-222222,202605,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,finops-data-2001,analytics-development,Cloud SQL,Cloud SQL for PostgreSQL: Regional vCPU,cloudsql-2001-04-01,us-central1,188.4794,vCPU-hours,15.5684,13.9475,USD,1.0,"[{""amount"":-1.1158,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-05-25-finops-data-2001-04-02,000000-111111-222222,202605,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,finops-data-2001,analytics-development,Cloud SQL,Cloud SQL for PostgreSQL: Regional vCPU,cloudsql-2001-04-02,us-central1,174.7384,vCPU-hours,14.4334,12.9306,USD,1.0,"[{""amount"":-1.0345,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-05-25-finops-data-2001-05-01,000000-111111-222222,202605,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Logging,Log Storage,log-sink-2001-05-01,us-central1,139.8143,GiBy,69.9072,64.3146,USD,1.0,[],regular,"{""application"":""shared-logging"",""cost_center"":""cc-shared"",""environment"":""development"",""team"":""platform""}",False,valid
gcp-2026-05-25-finops-data-2001-05-02,000000-111111-222222,202605,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Logging,Log Storage,log-sink-2001-05-02,us-central1,129.3911,GiBy,64.6956,59.5199,USD,1.0,[],regular,"{""application"":""shared-logging"",""cost_center"":""cc-shared"",""environment"":""development"",""team"":""platform""}",False,valid
gcp-2026-05-26-finops-prod-1001-01-01,000000-111111-222222,202605,2026-05-26T00:00:00+00:00,2026-05-27T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Compute Engine,N2 Instance Core running in Americas,instance-1001-01-01,us-central1,1589.9712,vCPU-hours,50.2606,45.3142,USD,1.0,"[{""amount"":-4.5314,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-05-26-finops-prod-1001-01-02,000000-111111-222222,202605,2026-05-26T00:00:00+00:00,2026-05-27T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Compute Engine,N2 Instance Core running in Americas,instance-1001-01-02,us-central1,1592.6388,vCPU-hours,50.3449,45.3902,USD,1.0,"[{""amount"":-4.539,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-05-26-finops-prod-1001-02-01,000000-111111-222222,202605,2026-05-26T00:00:00+00:00,2026-05-27T00:00:00+00:00,finops-prod-1001,customer-platform-prod,BigQuery,Analysis in US,bq-job-1001-02-01,us-central1,10.9575,TiBy,68.4844,68.4844,USD,1.0,"[{""amount"":-3.4242,""name"":""Promotion"",""type"":""PROMOTION""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-05-26-finops-prod-1001-02-02,000000-111111-222222,202605,2026-05-26T00:00:00+00:00,2026-05-27T00:00:00+00:00,finops-prod-1001,customer-platform-prod,BigQuery,Analysis in US,bq-job-1001-02-02,us-central1,11.8989,TiBy,74.3681,74.3681,USD,1.0,"[{""amount"":-3.7184,""name"":""Promotion"",""type"":""PROMOTION""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-05-26-finops-prod-1001-03-01,000000-111111-222222,202605,2026-05-26T00:00:00+00:00,2026-05-27T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Storage,Standard Storage US Multi-region,bucket-1001-03-01,us-central1,345.4685,GiBy-month,8.9822,8.2912,USD,1.0,[],regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-05-26-finops-prod-1001-03-02,000000-111111-222222,202605,2026-05-26T00:00:00+00:00,2026-05-27T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Storage,Standard Storage US Multi-region,bucket-1001-03-02,us-central1,349.2241,GiBy-month,9.0798,8.3814,USD,1.0,[],regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
